text,img,label
It’s not just CNN. This France24 anchor is asking whether it’s normal that planes would fly over mountains. #4U9525,1413,0
#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images.,1040,0
Sooooooo Chief of #Ferguson lied and said that an ambulance was on the scene? #OpFerguson @OpFerguson @YourAnonNews,1376,1
Graphic: Video shows gunmen with automatic rifles during attack on #CharlieHebdo in #Paris:,820,1
The events in #Ferguson Missouri remind us how and why America's police became so militarised,1114,0
"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege",1911,0
"Police, bystanders and soldiers rushed in to help after the Memorial shooting in Ottawa",1619,0
#Banksy's response to today's incident in Paris via his official #Instagram acct,869,1
"#Ferguson Police Chief Thomas Jackson: “I’m not going anywhere, I’m going to stay and see this through.� #NewDay",1254,0
Soldier shot at National War Memorial in Ottawa,1702,1
Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot,550,0
AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage,940,1
Heartbreakingly brilliant cartoon by @davpope @canberratimes in solidarity with his French colleagues. #CharlieHebdo,274,0
Volunteers out cleaning up community #MikeBrown #Ferguson #FergusonRiot,1156,0
"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms",1361,1
This Facebook post about Australia &amp; #sydneysiege is absolutely worth reading #illridewithyou,1981,0
"#France's most famous cartoonist, 87 year old Uderzo - father of Asterix - comes out of retirement for #CharlieHebdo.",700,0
This image and hashtag trending in France after #CharlieHebdo attack: #JeSuisCharlie,139,0
Helicopters and emergency vehicles are arriving in southern France. #Germanwings,1487,0
"Breathtaking. The cover of next week's New Yorker, by Ana Juan #JeSuisCharlie",640,0
Picture of explosion in Dammartin-en-Goele.t all happened suddenly.,763,0
Kudos to first responders working in Ottawa today. They are the real heroes.,1651,0
"R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack",880,1
How did suburban cops in #Ferguson get weapons of war? Get the facts on the 1033 program:,1294,0
BREAKING: Soldier shot near Canada's parliament; active shooter at large.,1718,1
#SYDNEYSIEGE UPDATE: 6th hostage escapes from #Lindt cafe,2231,1
Helicopters and vehicles are seen next to a building in Dammartin-en-Goele where a hostage-taking is underway #AFP,943,1
It Turns Out Policing Is Better Than Occupying,1255,0
WATCH LIVE: NBC News special report on latest details of #SydneySiege,2062,0
: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer.,997,0
"Hostages held in Sydney cafe, forced to hold Islamic flag in window:",2167,1
Map shows Martin Place in Sydney where hostages are being held in a cafe @AFP,2131,1
"""Da man wit the chips"" in this iconic photo from #Ferguson has been identified.",1292,0
60 seconds of #solidarite. @INM_ie #CharlieHebdo #JeSuisCharlie,413,0
A look at the cockpit-security measures that prevented Germanwings pilot from reentering:,1509,0
UPDATED: Soldier killed in #ottawashooting identified as Cpl. Nathan Cirillo from Hamilton.,1824,1
Photos of the scene unfolding after multiple shootings in Ottawa this morning.,1606,0
Texas police officer receives death threats after video shows him fatally shooting a puppy,1679,0
A woman in Paris stands with a #JeSuisCharlie sign,230,0
Cartoonist's continue to poke at Tyranny. Quite brilliantly too. #CharlieHebdo #JeSuisCharlie,675,0
MORE: At least 5 hostages are reported held by gunman in eastern Paris kosher grocery store,955,1
PHOTO: Parliament Hill caucus room barricaded with furniture due to active shooter situation -,1632,0
Watch video showing gunfire inside Canada's parliament in Ottawa,1742,1
How Parisians responded to the #CharlieHebdo attack...,350,0
I salute #CaptainJohnson #Ferguson,1234,0
"#Germanwings A320 debris spotted at 2,000m above sea level in Alps - police source",1440,0
Amazing @AFP photo apparently of hostages at #Paris supermarket siege being carried away. All app alive #c4news,796,0
Keep #dontshoot going! That's the chant of our young people in #Ferguson!,1080,0
"Occupation is a CRIME,from #Ferguson to #Palestine!AntiWar Committee Chicago #StandWithFerguson #MikeBrown @AntiWarMN",1227,0
"Reports of ""moving body"" amidst #Germanwings wreckage #A320",1556,1
MT @KLynnTrice  #Ferguson #FergusonShooting #MikeBrown,1082,0
There is a RALLY TODAY!!!!! SPREAD THE WORD #Ferguson #STL #MIKEBROWN,1128,0
"Family of Michael Brown slams #Ferguson police chief's ""devious"" attempt to ""blame the victim""",1375,1
"Extended Video: Guns raised, officers rush towards @RideauCentre",1749,1
"Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects.",903,1
"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms",1377,1
Doors barricaded RT @grahamctv: Shot from inside caucus room after shooting @ctvottawa #ottawashooting.,1611,0
Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash,1569,1
Photos from @PDPJ #Ferguson,1109,0
"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms:",1383,1
This is the sassiest protest sign I have ever seen. I love our black queens! 😭 #Ferguson #MikeBrown,1280,0
DEVELOPING: Police: Shooting near Canadian Parliament; soldier wounded; active situation:,1720,1
MORE: #Ferguson police chief identifies Darren Wilson as cop who shot Michael Brown,1360,1
"Harden, Howard again named best at position in 2014-15 NBA GM Survey. Story:",1647,0
BREAKING @SkyBusiness : another five hostages seen escaping #sydneysiege,2261,1
#sydneysiege: At least four people believed to have been injured after multiple shots fired.,2274,1
OMG really @USATODAY?? and we wonder why the world thinks americans are morons. #sydneysiege,2058,0
"In Australia, Sydney siege tests delicate truce with Muslim community, by @DanielStacey",1897,0
Photo: The staff of @AFP in Paris stand for a moment of silence following the Charlie Hebdo attack - @greglemarchand,425,0
a thousand words in one picture. the police have been absolutely amazing today #sydneysiege,1961,0
"Still no information about hostage taker: unclear if alive, injured or killed",2277,1
"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525",1520,1
".@USEmbassyFrance changes its avatar on Twitter to ""Je Suis Charlie"" after attack on #CharlieHebdo.",236,0
Remember this? Those men died for our right to freedom of speech. Don't let that sacrifice be in vain. #CharlieHebdo,108,0
"#Sydney:  Hostage taker demands ISIS flag, warns of four bombs in city",2233,1
The artist behind this iconic #CharlieHebdo pencil tribute,897,1
Really hope #sydneysiege hostage are rescued. But worth noting most jihadi victims are Muslims,1860,0
My cartoon today @TheTimes on Islamist terror: a cartoon fightback #CharlieHebdo,655,0
Watch Live: Manhunt for Canadian Parliament shooting suspect,1730,1
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,876,1
12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson,126,0
Two hostage situations underway simultaneously in #Paris. Latest on our live blog:,674,0
Weather deteriorating for #GermanWings #4U9525 search &amp; rescue operation with snow above 1500m in S French Alps. CF,1474,0
"French interior ministry: Debris from #GermanWings Airbus A320 #4U9525 at 2,000m altitude",1436,0
SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID,1215,0
. @USEmbassyFrance changes Twitter pic to #JeSuisCharlie #CharlieHebdo,258,0
#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored,138,0
Airport operator Aena: Crashed #GermanWings jet took off from Barcelona airport at 0855 GMT,1424,0
A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre #JeSuisCharlie,358,0
Note: Flag held up by Sydney hostages is NOT the flag commonly used by ISIS,2100,1
Respect to the French Police #JeSuisCharlie,799,0
Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated,1869,0
BREAKING @SkyBusiness : Sixth hostage escapes from #sydneysiege,2259,1
"It ain't Banksy! Meet @LucilleClerc, artist behind the iconic #CharlieHebdo pencil tribute",898,1
"Heading to #ferguson after rally, #michaelbrown's mother didn't speak, but thanked supporters",1222,0
"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES",75,0
"Sydney Opera House evacuated, concourse deserted",2109,1
Germanwings Airbus A320 crashes in French Alps: What we do and do not know,1399,0
#Ferguson shows how a militarized police force can compromise our rights and our safety #JusticeForMikeBrown,1283,0
French Muslims condemn the Charlie Hebdo shooting,543,0
"My thoughts, prayers, and deepest condolences go out to the passengers and families of flight #4U9525",1481,0
Lots of angry mothers here in #Ferguson this morning.,1038,0
"Photo of petrol station north-east of Paris, reportedly robbed by #CharlieHebdo suspects",495,0
"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia.",110,0
In 2012 the Syrian Presidents warned western governments not to back terrorism in #Syria,235,0
"Cartoon by Australian artist @davpope - ""can't sleep, thoughts with my French cartooning colleagues"" #CharlieHebdo",252,0
Germanwings has posted the following updated statement via Twitter:,1470,0
"Hostage involved in #SydneySiege texts ""I'm ok"" to his mother",2252,1
RIP Cpl Nathan Cirillo... Canada will always remember you. #OttawaShooting,1817,1
She gets it. Why can't everyone else? #Ferguson #Equality #MikeBrown,1143,0
Footage shows three men fleeing #sydneysiege building,2191,1
BREAKING @SkyBusiness : multiple gunshots fired into Lindt cafe #sydneysiege,2266,1
The crowd and media at Martin Place. Photo by @John__Donegan #MartinPlaceSiege #sydneysiege,1866,0
The letter from The Independent's Deputy Editor: In solidarity with #CharlieHebdo,333,0
"We are monitoring police operation going on right now in #Reims, France. Latest on #CharlieHebdo attack on #AC360 8p",303,0
"Australians say ""i'll ride with you,"" showing solidarity with Muslims amid the Sydney siege",2010,0
Dramatic photos from @wcuddington on the scene in Ottawa,1601,0
"Free speech must not be silenced in the wake of Charlie Hebdo attack, writes @GreensladeR:",265,0
Agence France-Presse staff line up to proclaim #JeSuisCharlie,583,0
From The Irish Times newsroom #JeSuisCharlie #NUJofficial,428,0
#sydneysiege: Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe,2165,1
#CharlieHebdo tweeted this cartoon minutes before the attack:,253,0
#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting',946,1
"JUST IN: Flag in #Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7 News",2155,1
"#Paris, now. In front of Notre-Dame. #silence #charliehebdo",420,0
"#CharlieHebdo journalists 'provoked' their own slaughter, says American Catholic group",518,0
RIP Cpl. Nathan Cirillo identified as Canadian soldier killed in #ottawashooting #Canada,1809,1
"LIVE BLOG | For tweets from reporters covering the shootings in Ottawa, click",1588,0
#AirbusCrash According to @flightradar24 this is the actual #Germanwings plane that has crashed.,1429,0
Chairs against door. MT @grahamctv: Photo from inside caucus room after shooting,1622,0
"Oh, and the cover of today's edition of Charlie Hebdo mocked Michel Houellebecq for writing an Islamophobic novel...",242,0
"Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture",382,0
"Right now in #Ferguson, MO following the killing of 17-year-old #MikeBrown",1005,0
Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report,46,0
Paris: reports that man suspected of killing policewoman has 5 hostages at kosher supermarket,953,1
One of the great photos of American history taken by @kodacohen.  Things much more peaceful in #Ferguson last night.,1239,0
Crowds gather around the world in solidarity with #CharlieHebdo victims,312,0
"Be careful what you read about Ottawa, and what you repeat. tipsheet via @archiemc",1608,0
"RT @PDPJ: #Ferguson picture from earlier in the day, high powered rifles trained on protesters",1096,0
Police outside the Lindt cafe in Martin Place. Photo by Fairfax photographer Daniel Munoz. #SydneySiege,1845,0
An 88-year-old woman has joined the youth in #Ferguson,1071,0
"Map of areas where Ottawa shootings were reported: National War Memorial, near the Rideau Centre and Parliament Hill.",1744,1
"And this is Cpl. Nathan Cirillo, the brave #Canadian soldier killed in the #OttawaShooting today.",1842,1
UPDATE: A woman who managed to scramble from the #SydneySiege appears understandably to be still in shock. #9News,1926,0
"Ottawa shooting: Soldier dies of injuries, gunman shot dead",1783,1
"#NATO SG statement on terrorist attack in #Paris, #France",59,0
I see this cartoon by @Shawtooner is doing the rounds. And rightly so. #JeSuisCharlie,213,0
This is the last radar contact with the #A320 #Germanwings plane,1453,0
Take a break from bashing Cheney and waterboarding. Possible ISIS terrorist attack ongoing in Sydney.,2091,1
"'We could smell that gun powder': MPs, eyewitnesses describe Ottawa shooting scene",1643,0
How Arab world media responded to Charlie Hebdo attack,666,0
.@jonathanchait on #CharlieHebdo and the right to commit blasphemy:,307,0
The American people are the new insurgents. #ferguson #PoliceState,1102,0
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP,982,1
"Happening now: Denver, Colorado. #NMOS14 #Ferguson",1217,0
Charlie Hebdo to continue publishing in the wake of the attack,504,0
"In the past 2 hours there have been more than 40,000 mentions of #illridewithyou",1967,0
This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant,1382,1
UPDATE - Shooter #DarrenWilson didn't know #MikeBrown was a robbery suspect: #Ferguson,1381,1
Just found an explanation of the #illridewithyou hashtag that has came from the Sydney hostage situation- very moving,2030,0
What year are we in again? This is looking like the 50s #Ferguson,1006,0
Free Coffee to all journalists spreading awareness on #MikeBrown #Ferguson movement @stlpublicradio #DONTSHOOT,1131,0
"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed",58,0
How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this.,31,0
#BREAKING - At least 2 dead in  hostage standoff in Paris Kosher supermarket (AFP),960,1
Every time I think I see the best #CharlieHebdo cartoon another great one comes out. #JeSuisCharlie,738,0
Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson,1351,1
#BREAKING - Smoke coming out in #Dammartin,759,0
#Canada Soldier shot today: MT @megunder On Sunday very handsome guard in picture with my friend - RIP Nathan Cirillo,1814,1
Things getting tense at protest in #Ferguson right now:,1177,0
"BREAKING NEWS PHOTO GALLERY: Parliament Hill attacked, soldier shot at National War Memorial",1726,1
Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack,554,0
More than 100 volunteers out cleaning up #MikeBrown #Ferguson,1154,0
"Slain #CharlieHebdo EIC, Charb, in a 2012 interview. ""I'd rather die standing than live on my knees.""",147,0
7 things to know about the new guy running things in #Ferguson: #RonJohnson,1314,0
I'm #muslim &amp; will forever defend freedom of speech #JeSuisCharlie.Terrorists make a mockery of Islam.,140,0
"""Don't shoot!"" #Ferguson #MichaelBrown",1124,0
Couple of go-arounds at CDG. Unknown if weather related or any connection to #CharlieHebdo shooting 5 km from airport,630,0
EXTENDED: Dramatic video of gunfire inside hallways of Parliament Hill. (The Globe and Mail),1740,1
"With the #sydneysiege now in its tenth hour, police say they're in contact with the gunman.",2239,1
This is how France’s top sports newspaper covered the #CharlieHebdo killings.,478,0
LIVE: Sydney Opera House cancels performances in light of #sydneysiege events,1904,0
"UPDATE: French police in standoff with #CharlieHebdo attack suspects, hostage believed taken",931,1
[Happening Now] Shooting and hostage situation at Kosher supermarket in eastern #Paris,948,1
"Police started arresting ppl, ordering everyone to disperse. I saw no violence from protesters. @vicenews #Ferguson",1171,0
URGENT: French police release names and mug shots of suspects in Montrouge shooting,704,0
"News Corp seems to be having an internal conflict over whether we ""changed forever"" today or not. #SydneySiege",1956,0
"BREAKING: Explosions, smoke at industrial area where #CharlieHebdo suspects are holed up:",770,0
The streets of #Ferguson look a little different tonight. | AP Photo,1224,0
"Answer of #Australia to terrorism, imam, Rabbi and priest come together to pray for the hostages. #sydneysiege",2034,0
"Today's #frontpage: Across the globe, #JeSuisCharlie becomes rallying cry.",437,0
The Lebanese Muslim Association has issued a statement condemning #sydneysiege and calling for calm.,1937,0
Crowd gathered at Union Square in NYC right now to memorialize those killed in #CharlieHedbo attack. #JeSuisCharlie,298,0
GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …�Hero of Islamic State�,1578,1
"Police fire tear gas at protestors for the third night in a row in Ferguson, Mo. #Ferguson #MikeBrown",1095,0
4 cartoonists who died in the attack on #CharlieHebdo - AFP,130,0
#Ferguson heavily armed police in military gear arriving on armed personnel carriers now,1168,0
Highway patrol helps restore calm in #Ferguson,1228,0
#Sydney: Hostages told Australia's #channeltennews the gunman claims there are 2 bombs in the cafe and 2 in CBD area,2223,1
"Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials",391,0
#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France,905,1
Today's newspapers all over Europe are relaying the shock of #CharlieHebdo attack. More here -,339,0
French Air Force Boeing C-135FR Stratotanker flying over #4U9525 crash site,1485,0
Scene at Ottawa war memorial. Soldier on duty shot.,1698,1
The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP,67,0
The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending,1216,0
"People in the street shouting ""No Justice, No Peace"" and blocking a Kinloch police car from passing. #Ferguson",1002,0
Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie,487,0
"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers:",212,0
Police surround a business where two suspects in the Charlie Hebdo attack may be barricaded,710,0
Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi,190,0
Meet the Indian Islamist politician who wants to award $5M to the #CharlieHebdo killers.,442,0
Tribute to #CharlieHebdo on Banksy's instagram account:,864,1
"""No survivors"" from #Germanwings crash in the Alps, French transport minister says",1459,0
Another post from a hostage within #lindtcafe during #sydneysiege - showing demands of gunmen; blacked out by media.,2244,1
Prime Minister Tony Abbott's statement on the #SydneySiege. Updates:,2117,1
#SYDNEYSIEGE: 3 people escape gunman-held Lindt Café,2178,1
The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown,1064,0
The moment a female Lindt worker escapes the #SydneySiege:,2204,1
Australians unites against #racism with #illridewithyou following #sydneysiege,1942,0
Ottawa Police Press Release,1649,0
The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers,921,1
Cartoon by @davpope sums up today's grim events #JeSuisCharlie,282,0
RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising,555,0
Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby� for legitimizing the Charlie Hebdo massacre.,516,0
BREAKING: French far-right leader Le Pen calls for death penalty #CharlieHebdo,467,0
Slow parade of cars and walkers leaving #Ferguson tonight. Peacefully. ✌️,1090,0
MOMENTS AGO: Police storm cafe in Sydney where hostages have been held,2068,0
"WATCH: ""#SydneySiege a very disturbing incident"" - Australian leader @TonyAbbottMHR",1872,0
"Today the threat of terrorism is higher than it was 3 yrs ago, a result of support for terror by the US #sydneysiege",1921,0
RIP Democracy!! Civil Rights Movement still unfinished. Solidarity with #Ferguson #JusticeForMikeBrown,1191,0
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP,984,1
Photos: Thousands gather to express solidarity after attacks in Paris.,375,0
Several hostages freed at Jewish supermarket in Paris including a child (R). Photo Thomas Samson #AFP,795,0
#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on,2017,0
"#CharlieHebdo: If we talk about ‘war�, we fall into the trap set by murderers, @robinlustig",589,0
"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged.",98,0
Five free but an unknown number remain trapped in dramatic siege in Sydney:,2222,1
Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates,1531,1
"Muslims pray for the Friday prayer next to a sign reading #JeSuisCharlie in Saint-Etienne,France. By @JpKphotographer",730,0
#Ferguson Police: Video Shows Michael Brown Strong-Arming Store Clerk,1387,1
"Crashed #GermanWings A320 Airbus is 24 years old, ID D-AIPX, first flight was in November 1990",1449,0
Pencil sketch tribute... #JeSuisCharlie,530,0
#BREAKING: Six hostages have managed to escape from the café in #MartinPl. #SydneySiege #9News,2260,1
Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run,18,0
Happening right now in #Ferguson:,1176,0
Tomorrow the exclusion zone will stay in place in Sydney - if you work in the area please stay at home. #sydneysiege,2242,1
White House: Obama awaiting chance to speak with Harper about Ottawa shooting,1772,1
PHOTO: Arrivals board in Dusseldorf Airport shows information for Germanwings plane that crashed in French Alps,1467,0
#BREAKING: @dan_murphy &amp; @chriskkenny have the latest on the hostages inside the Lindt Cafe #SydneySiege. Ch 601,2083,1
There's a tank near the #Paris hostage scene,933,1
#AustraliaStrong #sydneysiege Canadians praying for a fast and peaceful outcome,1871,0
One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson,1244,0
Researcher warns a renowned terror cell in #Paris has reawoken - and to expect more attacks:,732,0
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott� � report",2162,1
Photo posted online shows scene by Paris supermarket where gunman reportedly holding hostages,696,0
Some follows for info on reported German plane crash in France: @lufthansa / @Airbus / @ECiotti / @germanwings,1455,0
"LIVE:Coverage of ""several shooting incidents"" at and near Canadian Parliament:",1737,1
"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this?",11,0
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer,845,1
What do we know so far about the #sydneysiege? Here's everything you need to know:,1933,0
"So a Rabbi, Imam &amp; Priest walk into a mosque. The punchline: a powerful &amp; beautiful stand of solidarity. #SydneySiege",2019,0
Photos show emergency services in French Alps after #Germanwings crash,1492,0
"""This is an attack on free speech"" - French President Hollande after #CharlieHebdo shooting:",154,0
French newspaper Charlie Hebdo's last tweet before gunmen attack,6,0
Pictures from the scene: Gunmen attack Paris #CharlieHebdo office,179,0
At least 11 dead and 5 injured after gunmen storm Charlie Hebdo office in Paris,808,1
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT!,2096,1
#Paris: Schools near the kosher grocery siege are in lockdown,682,0
The #SydneySiege has now been going for six hours.,1896,0
Seven great cartoon responses to the #CharlieHebdo killings:,558,0
"Thought I was looking at a pix from Birmingham, Alabama in 1963 but nope I was looking at #Ferguson Missouri 2014 smh",1111,0
Police marksmen take up position at scene of hostage situation:,750,0
"The word 'Islam' means 'peace.' But the press makes us seem like haters"" - Muhammad Ali #JeSuisCharlie #NotInMyName",279,0
#BREAKING here's copy of joint statement from US Attorney re: #MikeBrown #Ferguson @kmov,1148,0
#A320 @Germanwings flight #4U9525 (registration D-AIPX) was lost from @Flightradar24 at 6800 feet at 09.39 UTC time.,1517,1
Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo.,210,0
#CharlieHebdo famous cartoonists Charb and Cabu shot dead according to reports,840,1
What we do and don't know about the aftermath of the Charlie Hebdo shooting,522,0
From @guardian on Ray Hadley's speculative reports: #sydneysiege,2127,1
Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer.,28,0
Sergeant-at-arms Kevin Vickers who reportedly shot suspect hailed as hero,1797,1
Calling all journalists covering #MikeBrown #Ferguson FREE coffee/Wifi if you need a place to work! @AntonioFrench,1123,0
Independent cartoonist @DaveBrownToons on the story behind our #CharlieHebdo front page image,564,0
"More freedom satire from Charlie Hebdo - ""The Pope in Paris: The French Are As Idiotic As The Blacks""",320,0
#BREAKING news: Shots fired at Parliament Hill. Follow developing story:,1696,1
There will be no #BlackOut or Censoring The Global Community from witnessing this #HUMAN travesty #Unity #Ferguson,1104,0
French Muslims condemn the Charlie Hebdo shooting,376,0
Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo,384,0
Today's flight path of #4U9525 is exactly matching yesterday's flight path until the moment when signal was lost,1490,0
"BREAKING Emergency units staging in Seyne-les-Alpes, near #4U9525 crash site /@Aviaponcho",1472,0
Rev Jesse Jackson leading procession to shooting site. #Ferguson #MichaelBrown @stltoday,1335,0
"Iconic: USA shirt, bag of chips in one hand, other throws back tear gas cannister at police by @kodacohen",1147,0
LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district:,2134,1
50 charges of sexual assault against Sydney hostage-taker,2049,0
Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT:,2139,1
Why @CNN isn't publishing the #CharlieHebdo cartoons,578,0
Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus.,56,0
This comment sent to BBC about the Paris attacks and the hashtags going around is just perfect.,545,0
Kevin Vickers hailed as hero who took down attacker,1786,1
The #SydneySiege has entered its 14th hour � WATCH @Channel9 for LIVE updates with @Wendy_Kingston. #9News,1994,0
"He drew first, by @davpope #CharlieHebdo #JeSuisCharlie",259,0
How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting,76,0
More peaceful protesting today in #Ferguson.  #MichaelBrown,1321,0
Breaking News: Local Mayor tells @CNN #CharlieHebdo suspects #Kouachi bros are dead.,790,0
Matt's perfect response. #CharlieHebdo,329,0
#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests,1112,0
"Cpl. Nathan Cirillo, 24, identified as the soldier who was shot, killed at the War Memorial today. #cbcOTT #OTTnews",1794,1
#Ferguson or Afghanistan? Powerful evidence of growing militarization of US police forces.,1157,0
Pic from Conservative MP Nina Grewal of caucus is getting a lot of att'n on Twitter. @grahamctv: #ottawashooting.,1627,0
Five hostages have escaped the besieged Lindt Cafe in #Sydney | Our latest update:,2230,1
Sergeant-at-Arms Kevin Vickers hailed as hero for shooting Canadian Parliament gunman:,1812,1
"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage:",809,1
"Cops or Soldiers? Pentagon, DHS Helped Arm Police in #Ferguson with Equipment Used in War",1274,0
MORE: Police surround kosher grocery store in eastern Paris where armed man is holding hostage,950,1
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says.",976,1
More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege,1969,0
Latest from printworks where #CharlieHebdo suspects had taken one hostage. #ParisAttacks,760,0
.@NYTimes reports #Germanwings pilot locked out of cockpit &amp; could not get back in before crash. #AC360 begins now,1560,1
VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown:,1380,1
#KevinVickers hailed as hero who took down attacker at Parliament Hill,1785,1
"Schools closed, Dammartin-en-Goele residents told to stay indoors, town 'like warzone'",926,1
Uber intros surge pricing in downtown Sydney during hostage siege,2148,1
If you want to show your support for @Charlie_Hebdo_ please share this cartoon. #JeSuisCharlie,300,0
Patrol cars still flood the streets in #ferguson more than 6 hours after police officer shot teenager @ksdknews,993,0
#Germanwings to hold press conference at 10a ET with the latest details on the plane crash.,1488,0
#Ferguson cops beat innocent man then charged him for bleeding on them:,1363,1
Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege,1974,0
"Mosques, synagogues, churches hold unity prayers #sydneysiege",1958,0
Incredible photo: woman gives mouth to mouth to wounded solider at #ottawashooting,1621,0
Pray for #4U9525,1389,0
Anonymous hacking group threatens #Ferguson police in wake of Shooting,1073,0
A message to all religions #CharlieHebdo,272,0
"#CharlieHebdo Attack UPDATE: Cartoonists Cabu, Charb, Wolinski die - report",844,1
Bystanders taking selfies at scene of Sydney hostage siege.,2189,1
"#CharlieHebdo suspects killed, hostage freed and safe after police assault. Photo Joel Saget #AFP",980,1
Up to 20 held hostage in Sydney Lindt Cafe siege,2114,1
What we know about the Germanwings crash so far,1452,0
Gunshots and explosions heard in #Dammartin,761,0
"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!""",202,0
"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000",541,0
PHOTOS: We love #Ottawa:,1692,0
"If this cartoon is why #CharlieHebdo staff have been shot at, all publications should show solidarity and republish",9,0
Photos from the manhunt for #CharlieHebdo suspects and ongoing hostage situations:,694,0
#JeSuisCharlie - a brilliant image by @iGaddo. Let's all stick our pencils up in defiance.,403,0
